nome_escolaridade
Fundamental - Incompleto
Fundamental - Completo
Médio - Incompleto
Médio - Completo
Superior - Incompleto
Superior - Completo
Pós-graduação (Lato senso) - Incompleto
Pós-graduação (Lato senso) - Completo
Pós-graduação (nível mestrado) - Incompleto
Pós-graduação (nível mestrado) - Completo
Pós-graduação (nível doutor) - Incompleto
Pós-graduação (nível doutor) - Completo
