PK_municipio,nome_municipio,pop_municipio,df_ref
0,São Luís,1108975,2021-10-01
0,São Luís,1108975,2021-09-01
0,São Luís,1108975,2021-08-01
0,São Luís,1108975,2021-07-01
0,São Luís,1108975,2021-06-01
0,São Luís,1108975,2021-05-01
0,São Luís,1108975,2021-04-01
0,São Luís,1108975,2021-03-01
0,São Luís,1108975,2021-02-01
0,São Luís,1108975,2021-01-01
0,São Luís,1108975,2020-12-01
0,São Luís,1108975,2020-11-01
0,São Luís,1108975,2020-10-01
0,São Luís,1108975,2020-09-01
0,São Luís,1108975,2020-08-01
0,São Luís,1108975,2020-07-01
0,São Luís,1108975,2020-06-01
0,São Luís,1108975,2020-05-01
0,São Luís,1108975,2020-04-01
0,São Luís,1108975,2020-03-01
0,São Luís,1108975,2020-02-01
0,São Luís,1108975,2020-01-01
0,São Luís,1108975,2019-12-01
0,São Luís,1108975,2019-11-01
1,Açailândia,113121,2021-10-01
1,Açailândia,113121,2021-09-01
1,Açailândia,113121,2021-08-01
1,Açailândia,113121,2021-07-01
1,Açailândia,113121,2021-06-01
1,Açailândia,113121,2021-05-01
1,Açailândia,113121,2021-04-01
1,Açailândia,113121,2021-03-01
1,Açailândia,113121,2021-02-01
1,Açailândia,113121,2021-01-01
1,Açailândia,113121,2020-12-01
1,Açailândia,113121,2020-11-01
1,Açailândia,113121,2020-10-01
1,Açailândia,113121,2020-09-01
1,Açailândia,113121,2020-08-01
1,Açailândia,113121,2020-07-01
1,Açailândia,113121,2020-06-01
1,Açailândia,113121,2020-05-01
1,Açailândia,113121,2020-04-01
1,Açailândia,113121,2020-03-01
1,Açailândia,113121,2020-02-01
1,Açailândia,113121,2020-01-01
1,Açailândia,113121,2019-12-01
1,Açailândia,113121,2019-11-01
2,Imperatriz,259337,2021-10-01
2,Imperatriz,259337,2021-09-01
2,Imperatriz,259337,2021-08-01
2,Imperatriz,259337,2021-07-01
2,Imperatriz,259337,2021-06-01
2,Imperatriz,259337,2021-05-01
2,Imperatriz,259337,2021-04-01
2,Imperatriz,259337,2021-03-01
2,Imperatriz,259337,2021-02-01
2,Imperatriz,259337,2021-01-01
2,Imperatriz,259337,2020-12-01
2,Imperatriz,259337,2020-11-01
2,Imperatriz,259337,2020-10-01
2,Imperatriz,259337,2020-09-01
2,Imperatriz,259337,2020-08-01
2,Imperatriz,259337,2020-07-01
2,Imperatriz,259337,2020-06-01
2,Imperatriz,259337,2020-05-01
2,Imperatriz,259337,2020-04-01
2,Imperatriz,259337,2020-03-01
2,Imperatriz,259337,2020-02-01
2,Imperatriz,259337,2020-01-01
2,Imperatriz,259337,2019-12-01
2,Imperatriz,259337,2019-11-01
3,Paço do Lumiar,123747,2021-10-01
3,Paço do Lumiar,123747,2021-09-01
3,Paço do Lumiar,123747,2021-08-01
3,Paço do Lumiar,123747,2021-07-01
3,Paço do Lumiar,123747,2021-06-01
3,Paço do Lumiar,123747,2021-05-01
3,Paço do Lumiar,123747,2021-04-01
3,Paço do Lumiar,123747,2021-03-01
3,Paço do Lumiar,123747,2021-02-01
3,Paço do Lumiar,123747,2021-01-01
3,Paço do Lumiar,123747,2020-12-01
3,Paço do Lumiar,123747,2020-11-01
3,Paço do Lumiar,123747,2020-10-01
3,Paço do Lumiar,123747,2020-09-01
3,Paço do Lumiar,123747,2020-08-01
3,Paço do Lumiar,123747,2020-07-01
3,Paço do Lumiar,123747,2020-06-01
3,Paço do Lumiar,123747,2020-05-01
3,Paço do Lumiar,123747,2020-04-01
3,Paço do Lumiar,123747,2020-03-01
3,Paço do Lumiar,123747,2020-02-01
3,Paço do Lumiar,123747,2020-01-01
3,Paço do Lumiar,123747,2019-12-01
3,Paço do Lumiar,123747,2019-11-01
4,São José de Ribamar,179028,2021-10-01
4,São José de Ribamar,179028,2021-09-01
4,São José de Ribamar,179028,2021-08-01
4,São José de Ribamar,179028,2021-07-01
4,São José de Ribamar,179028,2021-06-01
4,São José de Ribamar,179028,2021-05-01
4,São José de Ribamar,179028,2021-04-01
4,São José de Ribamar,179028,2021-03-01
4,São José de Ribamar,179028,2021-02-01
4,São José de Ribamar,179028,2021-01-01
4,São José de Ribamar,179028,2020-12-01
4,São José de Ribamar,179028,2020-11-01
4,São José de Ribamar,179028,2020-10-01
4,São José de Ribamar,179028,2020-09-01
4,São José de Ribamar,179028,2020-08-01
4,São José de Ribamar,179028,2020-07-01
4,São José de Ribamar,179028,2020-06-01
4,São José de Ribamar,179028,2020-05-01
4,São José de Ribamar,179028,2020-04-01
4,São José de Ribamar,179028,2020-03-01
4,São José de Ribamar,179028,2020-02-01
4,São José de Ribamar,179028,2020-01-01
4,São José de Ribamar,179028,2019-12-01
4,São José de Ribamar,179028,2019-11-01
5,Timon,170222,2021-10-01
5,Timon,170222,2021-09-01
5,Timon,170222,2021-08-01
5,Timon,170222,2021-07-01
5,Timon,170222,2021-06-01
5,Timon,170222,2021-05-01
5,Timon,170222,2021-04-01
5,Timon,170222,2021-03-01
5,Timon,170222,2021-02-01
5,Timon,170222,2021-01-01
5,Timon,170222,2020-12-01
5,Timon,170222,2020-11-01
5,Timon,170222,2020-10-01
5,Timon,170222,2020-09-01
5,Timon,170222,2020-08-01
5,Timon,170222,2020-07-01
5,Timon,170222,2020-06-01
5,Timon,170222,2020-05-01
5,Timon,170222,2020-04-01
5,Timon,170222,2020-03-01
5,Timon,170222,2020-02-01
5,Timon,170222,2020-01-01
5,Timon,170222,2019-12-01
5,Timon,170222,2019-11-01
6,Cajapió,11216,2021-10-01
6,Cajapió,11216,2021-09-01
6,Cajapió,11216,2021-08-01
6,Cajapió,11216,2021-07-01
6,Cajapió,11216,2021-06-01
6,Cajapió,11216,2021-05-01
6,Cajapió,11216,2021-04-01
6,Cajapió,11216,2021-03-01
6,Cajapió,11216,2021-02-01
6,Cajapió,11216,2021-01-01
6,Cajapió,11216,2020-12-01
6,Cajapió,11216,2020-11-01
6,Cajapió,11216,2020-10-01
6,Cajapió,11216,2020-09-01
6,Cajapió,11216,2020-08-01
6,Cajapió,11216,2020-07-01
6,Cajapió,11216,2020-06-01
6,Cajapió,11216,2020-05-01
6,Cajapió,11216,2020-04-01
6,Cajapió,11216,2020-03-01
6,Cajapió,11216,2020-02-01
6,Cajapió,11216,2020-01-01
6,Cajapió,11216,2019-12-01
6,Cajapió,11216,2019-11-01
7,Santa Inês,89489,2021-10-01
7,Santa Inês,89489,2021-09-01
7,Santa Inês,89489,2021-08-01
7,Santa Inês,89489,2021-07-01
7,Santa Inês,89489,2021-06-01
7,Santa Inês,89489,2021-05-01
7,Santa Inês,89489,2021-04-01
7,Santa Inês,89489,2021-03-01
7,Santa Inês,89489,2021-02-01
7,Santa Inês,89489,2021-01-01
7,Santa Inês,89489,2020-12-01
7,Santa Inês,89489,2020-11-01
7,Santa Inês,89489,2020-10-01
7,Santa Inês,89489,2020-09-01
7,Santa Inês,89489,2020-08-01
7,Santa Inês,89489,2020-07-01
7,Santa Inês,89489,2020-06-01
7,Santa Inês,89489,2020-05-01
7,Santa Inês,89489,2020-04-01
7,Santa Inês,89489,2020-03-01
7,Santa Inês,89489,2020-02-01
7,Santa Inês,89489,2020-01-01
7,Santa Inês,89489,2019-12-01
7,Santa Inês,89489,2019-11-01
8,São Benedito do Rio Preto,18717,2021-10-01
8,São Benedito do Rio Preto,18717,2021-09-01
8,São Benedito do Rio Preto,18717,2021-08-01
8,São Benedito do Rio Preto,18717,2021-07-01
8,São Benedito do Rio Preto,18717,2021-06-01
8,São Benedito do Rio Preto,18717,2021-05-01
8,São Benedito do Rio Preto,18717,2021-04-01
8,São Benedito do Rio Preto,18717,2021-03-01
8,São Benedito do Rio Preto,18717,2021-02-01
8,São Benedito do Rio Preto,18717,2021-01-01
8,São Benedito do Rio Preto,18717,2020-12-01
8,São Benedito do Rio Preto,18717,2020-11-01
8,São Benedito do Rio Preto,18717,2020-10-01
8,São Benedito do Rio Preto,18717,2020-09-01
8,São Benedito do Rio Preto,18717,2020-08-01
8,São Benedito do Rio Preto,18717,2020-07-01
8,São Benedito do Rio Preto,18717,2020-06-01
8,São Benedito do Rio Preto,18717,2020-05-01
8,São Benedito do Rio Preto,18717,2020-04-01
8,São Benedito do Rio Preto,18717,2020-03-01
8,São Benedito do Rio Preto,18717,2020-02-01
8,São Benedito do Rio Preto,18717,2020-01-01
8,São Benedito do Rio Preto,18717,2019-12-01
8,São Benedito do Rio Preto,18717,2019-11-01
9,Colinas,41312,2021-10-01
9,Colinas,41312,2021-09-01
9,Colinas,41312,2021-08-01
9,Colinas,41312,2021-07-01
9,Colinas,41312,2021-06-01
9,Colinas,41312,2021-05-01
9,Colinas,41312,2021-04-01
9,Colinas,41312,2021-03-01
9,Colinas,41312,2021-02-01
9,Colinas,41312,2021-01-01
9,Colinas,41312,2020-12-01
9,Colinas,41312,2020-11-01
9,Colinas,41312,2020-10-01
9,Colinas,41312,2020-09-01
9,Colinas,41312,2020-08-01
9,Colinas,41312,2020-07-01
9,Colinas,41312,2020-06-01
9,Colinas,41312,2020-05-01
9,Colinas,41312,2020-04-01
9,Colinas,41312,2020-03-01
9,Colinas,41312,2020-02-01
9,Colinas,41312,2020-01-01
9,Colinas,41312,2019-12-01
9,Colinas,41312,2019-11-01
10,Icatu,27269,2021-10-01
10,Icatu,27269,2021-09-01
10,Icatu,27269,2021-08-01
10,Icatu,27269,2021-07-01
10,Icatu,27269,2021-06-01
10,Icatu,27269,2021-05-01
10,Icatu,27269,2021-04-01
10,Icatu,27269,2021-03-01
10,Icatu,27269,2021-02-01
10,Icatu,27269,2021-01-01
10,Icatu,27269,2020-12-01
10,Icatu,27269,2020-11-01
10,Icatu,27269,2020-10-01
10,Icatu,27269,2020-09-01
10,Icatu,27269,2020-08-01
10,Icatu,27269,2020-07-01
10,Icatu,27269,2020-06-01
10,Icatu,27269,2020-05-01
10,Icatu,27269,2020-04-01
10,Icatu,27269,2020-03-01
10,Icatu,27269,2020-02-01
10,Icatu,27269,2020-01-01
10,Icatu,27269,2019-12-01
10,Icatu,27269,2019-11-01
11,Raposa,31177,2021-10-01
11,Raposa,31177,2021-09-01
11,Raposa,31177,2021-08-01
11,Raposa,31177,2021-07-01
11,Raposa,31177,2021-06-01
11,Raposa,31177,2021-05-01
11,Raposa,31177,2021-04-01
11,Raposa,31177,2021-03-01
11,Raposa,31177,2021-02-01
11,Raposa,31177,2021-01-01
11,Raposa,31177,2020-12-01
11,Raposa,31177,2020-11-01
11,Raposa,31177,2020-10-01
11,Raposa,31177,2020-09-01
11,Raposa,31177,2020-08-01
11,Raposa,31177,2020-07-01
11,Raposa,31177,2020-06-01
11,Raposa,31177,2020-05-01
11,Raposa,31177,2020-04-01
11,Raposa,31177,2020-03-01
11,Raposa,31177,2020-02-01
11,Raposa,31177,2020-01-01
11,Raposa,31177,2019-12-01
11,Raposa,31177,2019-11-01
12,Urbano Santos,33459,2021-10-01
12,Urbano Santos,33459,2021-09-01
12,Urbano Santos,33459,2021-08-01
12,Urbano Santos,33459,2021-07-01
12,Urbano Santos,33459,2021-06-01
12,Urbano Santos,33459,2021-05-01
12,Urbano Santos,33459,2021-04-01
12,Urbano Santos,33459,2021-03-01
12,Urbano Santos,33459,2021-02-01
12,Urbano Santos,33459,2021-01-01
12,Urbano Santos,33459,2020-12-01
12,Urbano Santos,33459,2020-11-01
12,Urbano Santos,33459,2020-10-01
12,Urbano Santos,33459,2020-09-01
12,Urbano Santos,33459,2020-08-01
12,Urbano Santos,33459,2020-07-01
12,Urbano Santos,33459,2020-06-01
12,Urbano Santos,33459,2020-05-01
12,Urbano Santos,33459,2020-04-01
12,Urbano Santos,33459,2020-03-01
12,Urbano Santos,33459,2020-02-01
12,Urbano Santos,33459,2020-01-01
12,Urbano Santos,33459,2019-12-01
12,Urbano Santos,33459,2019-11-01
13,Cachoeira Grande,9478,2021-10-01
13,Cachoeira Grande,9478,2021-09-01
13,Cachoeira Grande,9478,2021-08-01
13,Cachoeira Grande,9478,2021-07-01
13,Cachoeira Grande,9478,2021-06-01
13,Cachoeira Grande,9478,2021-05-01
13,Cachoeira Grande,9478,2021-04-01
13,Cachoeira Grande,9478,2021-03-01
13,Cachoeira Grande,9478,2021-02-01
13,Cachoeira Grande,9478,2021-01-01
13,Cachoeira Grande,9478,2020-12-01
13,Cachoeira Grande,9478,2020-11-01
13,Cachoeira Grande,9478,2020-10-01
13,Cachoeira Grande,9478,2020-09-01
13,Cachoeira Grande,9478,2020-08-01
13,Cachoeira Grande,9478,2020-07-01
13,Cachoeira Grande,9478,2020-06-01
13,Cachoeira Grande,9478,2020-05-01
13,Cachoeira Grande,9478,2020-04-01
13,Cachoeira Grande,9478,2020-03-01
13,Cachoeira Grande,9478,2020-02-01
13,Cachoeira Grande,9478,2020-01-01
13,Cachoeira Grande,9478,2019-12-01
13,Cachoeira Grande,9478,2019-11-01
14,Cantanhede,22117,2021-10-01
14,Cantanhede,22117,2021-09-01
14,Cantanhede,22117,2021-08-01
14,Cantanhede,22117,2021-07-01
14,Cantanhede,22117,2021-06-01
14,Cantanhede,22117,2021-05-01
14,Cantanhede,22117,2021-04-01
14,Cantanhede,22117,2021-03-01
14,Cantanhede,22117,2021-02-01
14,Cantanhede,22117,2021-01-01
14,Cantanhede,22117,2020-12-01
14,Cantanhede,22117,2020-11-01
14,Cantanhede,22117,2020-10-01
14,Cantanhede,22117,2020-09-01
14,Cantanhede,22117,2020-08-01
14,Cantanhede,22117,2020-07-01
14,Cantanhede,22117,2020-06-01
14,Cantanhede,22117,2020-05-01
14,Cantanhede,22117,2020-04-01
14,Cantanhede,22117,2020-03-01
14,Cantanhede,22117,2020-02-01
14,Cantanhede,22117,2020-01-01
14,Cantanhede,22117,2019-12-01
14,Cantanhede,22117,2019-11-01
15,Chapadinha,80195,2021-10-01
15,Chapadinha,80195,2021-09-01
15,Chapadinha,80195,2021-08-01
15,Chapadinha,80195,2021-07-01
15,Chapadinha,80195,2021-06-01
15,Chapadinha,80195,2021-05-01
15,Chapadinha,80195,2021-04-01
15,Chapadinha,80195,2021-03-01
15,Chapadinha,80195,2021-02-01
15,Chapadinha,80195,2021-01-01
15,Chapadinha,80195,2020-12-01
15,Chapadinha,80195,2020-11-01
15,Chapadinha,80195,2020-10-01
15,Chapadinha,80195,2020-09-01
15,Chapadinha,80195,2020-08-01
15,Chapadinha,80195,2020-07-01
15,Chapadinha,80195,2020-06-01
15,Chapadinha,80195,2020-05-01
15,Chapadinha,80195,2020-04-01
15,Chapadinha,80195,2020-03-01
15,Chapadinha,80195,2020-02-01
15,Chapadinha,80195,2020-01-01
15,Chapadinha,80195,2019-12-01
15,Chapadinha,80195,2019-11-01
16,Viana,52649,2021-10-01
16,Viana,52649,2021-09-01
16,Viana,52649,2021-08-01
16,Viana,52649,2021-07-01
16,Viana,52649,2021-06-01
16,Viana,52649,2021-05-01
16,Viana,52649,2021-04-01
16,Viana,52649,2021-03-01
16,Viana,52649,2021-02-01
16,Viana,52649,2021-01-01
16,Viana,52649,2020-12-01
16,Viana,52649,2020-11-01
16,Viana,52649,2020-10-01
16,Viana,52649,2020-09-01
16,Viana,52649,2020-08-01
16,Viana,52649,2020-07-01
16,Viana,52649,2020-06-01
16,Viana,52649,2020-05-01
16,Viana,52649,2020-04-01
16,Viana,52649,2020-03-01
16,Viana,52649,2020-02-01
16,Viana,52649,2020-01-01
16,Viana,52649,2019-12-01
16,Viana,52649,2019-11-01
17,Vitória do Mearim,32861,2021-10-01
17,Vitória do Mearim,32861,2021-09-01
17,Vitória do Mearim,32861,2021-08-01
17,Vitória do Mearim,32861,2021-07-01
17,Vitória do Mearim,32861,2021-06-01
17,Vitória do Mearim,32861,2021-05-01
17,Vitória do Mearim,32861,2021-04-01
17,Vitória do Mearim,32861,2021-03-01
17,Vitória do Mearim,32861,2021-02-01
17,Vitória do Mearim,32861,2021-01-01
17,Vitória do Mearim,32861,2020-12-01
17,Vitória do Mearim,32861,2020-11-01
17,Vitória do Mearim,32861,2020-10-01
17,Vitória do Mearim,32861,2020-09-01
17,Vitória do Mearim,32861,2020-08-01
17,Vitória do Mearim,32861,2020-07-01
17,Vitória do Mearim,32861,2020-06-01
17,Vitória do Mearim,32861,2020-05-01
17,Vitória do Mearim,32861,2020-04-01
17,Vitória do Mearim,32861,2020-03-01
17,Vitória do Mearim,32861,2020-02-01
17,Vitória do Mearim,32861,2020-01-01
17,Vitória do Mearim,32861,2019-12-01
17,Vitória do Mearim,32861,2019-11-01
18,Altamira do Maranhão,8189,2021-10-01
18,Altamira do Maranhão,8189,2021-09-01
18,Altamira do Maranhão,8189,2021-08-01
18,Altamira do Maranhão,8189,2021-07-01
18,Altamira do Maranhão,8189,2021-06-01
18,Altamira do Maranhão,8189,2021-05-01
18,Altamira do Maranhão,8189,2021-04-01
18,Altamira do Maranhão,8189,2021-03-01
18,Altamira do Maranhão,8189,2021-02-01
18,Altamira do Maranhão,8189,2021-01-01
18,Altamira do Maranhão,8189,2020-12-01
18,Altamira do Maranhão,8189,2020-11-01
18,Altamira do Maranhão,8189,2020-10-01
18,Altamira do Maranhão,8189,2020-09-01
18,Altamira do Maranhão,8189,2020-08-01
18,Altamira do Maranhão,8189,2020-07-01
18,Altamira do Maranhão,8189,2020-06-01
18,Altamira do Maranhão,8189,2020-05-01
18,Altamira do Maranhão,8189,2020-04-01
18,Altamira do Maranhão,8189,2020-03-01
18,Altamira do Maranhão,8189,2020-02-01
18,Altamira do Maranhão,8189,2020-01-01
18,Altamira do Maranhão,8189,2019-12-01
18,Altamira do Maranhão,8189,2019-11-01
19,Caxias,165525,2021-10-01
19,Caxias,165525,2021-09-01
19,Caxias,165525,2021-08-01
19,Caxias,165525,2021-07-01
19,Caxias,165525,2021-06-01
19,Caxias,165525,2021-05-01
19,Caxias,165525,2021-04-01
19,Caxias,165525,2021-03-01
19,Caxias,165525,2021-02-01
19,Caxias,165525,2021-01-01
19,Caxias,165525,2020-12-01
19,Caxias,165525,2020-11-01
19,Caxias,165525,2020-10-01
19,Caxias,165525,2020-09-01
19,Caxias,165525,2020-08-01
19,Caxias,165525,2020-07-01
19,Caxias,165525,2020-06-01
19,Caxias,165525,2020-05-01
19,Caxias,165525,2020-04-01
19,Caxias,165525,2020-03-01
19,Caxias,165525,2020-02-01
19,Caxias,165525,2020-01-01
19,Caxias,165525,2019-12-01
19,Caxias,165525,2019-11-01
20,Mirinzal,15011,2021-10-01
20,Mirinzal,15011,2021-09-01
20,Mirinzal,15011,2021-08-01
20,Mirinzal,15011,2021-07-01
20,Mirinzal,15011,2021-06-01
20,Mirinzal,15011,2021-05-01
20,Mirinzal,15011,2021-04-01
20,Mirinzal,15011,2021-03-01
20,Mirinzal,15011,2021-02-01
20,Mirinzal,15011,2021-01-01
20,Mirinzal,15011,2020-12-01
20,Mirinzal,15011,2020-11-01
20,Mirinzal,15011,2020-10-01
20,Mirinzal,15011,2020-09-01
20,Mirinzal,15011,2020-08-01
20,Mirinzal,15011,2020-07-01
20,Mirinzal,15011,2020-06-01
20,Mirinzal,15011,2020-05-01
20,Mirinzal,15011,2020-04-01
20,Mirinzal,15011,2020-03-01
20,Mirinzal,15011,2020-02-01
20,Mirinzal,15011,2020-01-01
20,Mirinzal,15011,2019-12-01
20,Mirinzal,15011,2019-11-01
21,Santa Rita,38298,2021-10-01
21,Santa Rita,38298,2021-09-01
21,Santa Rita,38298,2021-08-01
21,Santa Rita,38298,2021-07-01
21,Santa Rita,38298,2021-06-01
21,Santa Rita,38298,2021-05-01
21,Santa Rita,38298,2021-04-01
21,Santa Rita,38298,2021-03-01
21,Santa Rita,38298,2021-02-01
21,Santa Rita,38298,2021-01-01
21,Santa Rita,38298,2020-12-01
21,Santa Rita,38298,2020-11-01
21,Santa Rita,38298,2020-10-01
21,Santa Rita,38298,2020-09-01
21,Santa Rita,38298,2020-08-01
21,Santa Rita,38298,2020-07-01
21,Santa Rita,38298,2020-06-01
21,Santa Rita,38298,2020-05-01
21,Santa Rita,38298,2020-04-01
21,Santa Rita,38298,2020-03-01
21,Santa Rita,38298,2020-02-01
21,Santa Rita,38298,2020-01-01
21,Santa Rita,38298,2019-12-01
21,Santa Rita,38298,2019-11-01
22,Zé Doca,51956,2021-10-01
22,Zé Doca,51956,2021-09-01
22,Zé Doca,51956,2021-08-01
22,Zé Doca,51956,2021-07-01
22,Zé Doca,51956,2021-06-01
22,Zé Doca,51956,2021-05-01
22,Zé Doca,51956,2021-04-01
22,Zé Doca,51956,2021-03-01
22,Zé Doca,51956,2021-02-01
22,Zé Doca,51956,2021-01-01
22,Zé Doca,51956,2020-12-01
22,Zé Doca,51956,2020-11-01
22,Zé Doca,51956,2020-10-01
22,Zé Doca,51956,2020-09-01
22,Zé Doca,51956,2020-08-01
22,Zé Doca,51956,2020-07-01
22,Zé Doca,51956,2020-06-01
22,Zé Doca,51956,2020-05-01
22,Zé Doca,51956,2020-04-01
22,Zé Doca,51956,2020-03-01
22,Zé Doca,51956,2020-02-01
22,Zé Doca,51956,2020-01-01
22,Zé Doca,51956,2019-12-01
22,Zé Doca,51956,2019-11-01
23,Governador Nunes Freire,25539,2021-10-01
23,Governador Nunes Freire,25539,2021-09-01
23,Governador Nunes Freire,25539,2021-08-01
23,Governador Nunes Freire,25539,2021-07-01
23,Governador Nunes Freire,25539,2021-06-01
23,Governador Nunes Freire,25539,2021-05-01
23,Governador Nunes Freire,25539,2021-04-01
23,Governador Nunes Freire,25539,2021-03-01
23,Governador Nunes Freire,25539,2021-02-01
23,Governador Nunes Freire,25539,2021-01-01
23,Governador Nunes Freire,25539,2020-12-01
23,Governador Nunes Freire,25539,2020-11-01
23,Governador Nunes Freire,25539,2020-10-01
23,Governador Nunes Freire,25539,2020-09-01
23,Governador Nunes Freire,25539,2020-08-01
23,Governador Nunes Freire,25539,2020-07-01
23,Governador Nunes Freire,25539,2020-06-01
23,Governador Nunes Freire,25539,2020-05-01
23,Governador Nunes Freire,25539,2020-04-01
23,Governador Nunes Freire,25539,2020-03-01
23,Governador Nunes Freire,25539,2020-02-01
23,Governador Nunes Freire,25539,2020-01-01
23,Governador Nunes Freire,25539,2019-12-01
23,Governador Nunes Freire,25539,2019-11-01
24,Davinópolis,12916,2021-10-01
24,Davinópolis,12916,2021-09-01
24,Davinópolis,12916,2021-08-01
24,Davinópolis,12916,2021-07-01
24,Davinópolis,12916,2021-06-01
24,Davinópolis,12916,2021-05-01
24,Davinópolis,12916,2021-04-01
24,Davinópolis,12916,2021-03-01
24,Davinópolis,12916,2021-02-01
24,Davinópolis,12916,2021-01-01
24,Davinópolis,12916,2020-12-01
24,Davinópolis,12916,2020-11-01
24,Davinópolis,12916,2020-10-01
24,Davinópolis,12916,2020-09-01
24,Davinópolis,12916,2020-08-01
24,Davinópolis,12916,2020-07-01
24,Davinópolis,12916,2020-06-01
24,Davinópolis,12916,2020-05-01
24,Davinópolis,12916,2020-04-01
24,Davinópolis,12916,2020-03-01
24,Davinópolis,12916,2020-02-01
24,Davinópolis,12916,2020-01-01
24,Davinópolis,12916,2019-12-01
24,Davinópolis,12916,2019-11-01
25,Bacabal,104790,2021-10-01
25,Bacabal,104790,2021-09-01
25,Bacabal,104790,2021-08-01
25,Bacabal,104790,2021-07-01
25,Bacabal,104790,2021-06-01
25,Bacabal,104790,2021-05-01
25,Bacabal,104790,2021-04-01
25,Bacabal,104790,2021-03-01
25,Bacabal,104790,2021-02-01
25,Bacabal,104790,2021-01-01
25,Bacabal,104790,2020-12-01
25,Bacabal,104790,2020-11-01
25,Bacabal,104790,2020-10-01
25,Bacabal,104790,2020-09-01
25,Bacabal,104790,2020-08-01
25,Bacabal,104790,2020-07-01
25,Bacabal,104790,2020-06-01
25,Bacabal,104790,2020-05-01
25,Bacabal,104790,2020-04-01
25,Bacabal,104790,2020-03-01
25,Bacabal,104790,2020-02-01
25,Bacabal,104790,2020-01-01
25,Bacabal,104790,2019-12-01
25,Bacabal,104790,2019-11-01
26,Bacabeira,17252,2021-10-01
26,Bacabeira,17252,2021-09-01
26,Bacabeira,17252,2021-08-01
26,Bacabeira,17252,2021-07-01
26,Bacabeira,17252,2021-06-01
26,Bacabeira,17252,2021-05-01
26,Bacabeira,17252,2021-04-01
26,Bacabeira,17252,2021-03-01
26,Bacabeira,17252,2021-02-01
26,Bacabeira,17252,2021-01-01
26,Bacabeira,17252,2020-12-01
26,Bacabeira,17252,2020-11-01
26,Bacabeira,17252,2020-10-01
26,Bacabeira,17252,2020-09-01
26,Bacabeira,17252,2020-08-01
26,Bacabeira,17252,2020-07-01
26,Bacabeira,17252,2020-06-01
26,Bacabeira,17252,2020-05-01
26,Bacabeira,17252,2020-04-01
26,Bacabeira,17252,2020-03-01
26,Bacabeira,17252,2020-02-01
26,Bacabeira,17252,2020-01-01
26,Bacabeira,17252,2019-12-01
26,Bacabeira,17252,2019-11-01
27,Itapecuru Mirim,68723,2021-10-01
27,Itapecuru Mirim,68723,2021-09-01
27,Itapecuru Mirim,68723,2021-08-01
27,Itapecuru Mirim,68723,2021-07-01
27,Itapecuru Mirim,68723,2021-06-01
27,Itapecuru Mirim,68723,2021-05-01
27,Itapecuru Mirim,68723,2021-04-01
27,Itapecuru Mirim,68723,2021-03-01
27,Itapecuru Mirim,68723,2021-02-01
27,Itapecuru Mirim,68723,2021-01-01
27,Itapecuru Mirim,68723,2020-12-01
27,Itapecuru Mirim,68723,2020-11-01
27,Itapecuru Mirim,68723,2020-10-01
27,Itapecuru Mirim,68723,2020-09-01
27,Itapecuru Mirim,68723,2020-08-01
27,Itapecuru Mirim,68723,2020-07-01
27,Itapecuru Mirim,68723,2020-06-01
27,Itapecuru Mirim,68723,2020-05-01
27,Itapecuru Mirim,68723,2020-04-01
27,Itapecuru Mirim,68723,2020-03-01
27,Itapecuru Mirim,68723,2020-02-01
27,Itapecuru Mirim,68723,2020-01-01
27,Itapecuru Mirim,68723,2019-12-01
27,Itapecuru Mirim,68723,2019-11-01
28,Trizidela do Vale,22112,2021-10-01
28,Trizidela do Vale,22112,2021-09-01
28,Trizidela do Vale,22112,2021-08-01
28,Trizidela do Vale,22112,2021-07-01
28,Trizidela do Vale,22112,2021-06-01
28,Trizidela do Vale,22112,2021-05-01
28,Trizidela do Vale,22112,2021-04-01
28,Trizidela do Vale,22112,2021-03-01
28,Trizidela do Vale,22112,2021-02-01
28,Trizidela do Vale,22112,2021-01-01
28,Trizidela do Vale,22112,2020-12-01
28,Trizidela do Vale,22112,2020-11-01
28,Trizidela do Vale,22112,2020-10-01
28,Trizidela do Vale,22112,2020-09-01
28,Trizidela do Vale,22112,2020-08-01
28,Trizidela do Vale,22112,2020-07-01
28,Trizidela do Vale,22112,2020-06-01
28,Trizidela do Vale,22112,2020-05-01
28,Trizidela do Vale,22112,2020-04-01
28,Trizidela do Vale,22112,2020-03-01
28,Trizidela do Vale,22112,2020-02-01
28,Trizidela do Vale,22112,2020-01-01
28,Trizidela do Vale,22112,2019-12-01
28,Trizidela do Vale,22112,2019-11-01
29,Barreirinhas,63217,2021-10-01
29,Barreirinhas,63217,2021-09-01
29,Barreirinhas,63217,2021-08-01
29,Barreirinhas,63217,2021-07-01
29,Barreirinhas,63217,2021-06-01
29,Barreirinhas,63217,2021-05-01
29,Barreirinhas,63217,2021-04-01
29,Barreirinhas,63217,2021-03-01
29,Barreirinhas,63217,2021-02-01
29,Barreirinhas,63217,2021-01-01
29,Barreirinhas,63217,2020-12-01
29,Barreirinhas,63217,2020-11-01
29,Barreirinhas,63217,2020-10-01
29,Barreirinhas,63217,2020-09-01
29,Barreirinhas,63217,2020-08-01
29,Barreirinhas,63217,2020-07-01
29,Barreirinhas,63217,2020-06-01
29,Barreirinhas,63217,2020-05-01
29,Barreirinhas,63217,2020-04-01
